Identifier:,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,R144884_091321,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,16,,,,,,22,,,,,,11,,,,,,10,,,,,,8,,,,,,3,,,,,,18,,,,,,9,,,,,,23,,,,,,16,,,,,,5,,,,,,2,,,,,,7,,,,,,9,,,,,,6,,,,,,1,,,,,,0,,,,,,4,,,,,,2,,,,,,8,,,,,,1,,,,,,4,,,,,,3,,,,,,2,,,,,,0,,,,,,2,,,,,,4,,,,,,4,,,,,,6,,,,,,1,,,,,,
Smp. Period:,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,2000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   13440,    0.0820,   12183,    0.1487,    1257,    0.0153,    -656,   -0.0040,    1187,    0.0145,   -1843,   -0.0225,    9541,    0.0582,    8110,    0.0990,    1431,    0.0175,    1108,    0.0068,    9469,    0.1156,   -8361,   -0.1021,   31827,    0.1943,   -9978,   -0.1218,   41805,    0.5103,  -21657,   -0.1322,  -19933,   -0.2433,   -1724,   -0.0210,  -15610,   -0.0953,    -729,   -0.0089,  -14881,   -0.1817,  -10783,   -0.0658,  -10432,   -0.1273,    -351,   -0.0043,  -60532,   -0.3695,  -46418,   -0.5666,  -14114,   -0.1723,    2488,    0.0152,    7244,    0.0884,   -4756,   -0.0581,   52943,    0.3231,   22153,    0.2704,   30790,    0.3759,   49987,    0.3051,   23529,    0.2872,   26458,    0.3230,   29283,    0.1787,   -2388,   -0.0292,   31671,    0.3866,   60037,    0.3664,     391,    0.0048,   59646,    0.7281,   -4170,   -0.0255,   -5540,   -0.0676,    1370,    0.0167,   24564,    0.1499,  -11395,   -0.1391,   35959,    0.4390,   56032,    0.3420,   48759,    0.5952,    7273,    0.0888,   -7565,   -0.0462,    5969,    0.0729,  -13534,   -0.1652,   29467,    0.1799,   25169,    0.3072,    4298,    0.0525,   21275,    0.1299,   13332,    0.1627,    7943,    0.0970,   27044,    0.1651,   17273,    0.2109,    9771,    0.1193,    1789,    0.0109,   -5890,   -0.0719,    7679,    0.0937,   38255,    0.2335,   11141,    0.1360,   27114,    0.3310,   38439,    0.2346,   56893,    0.6945,  -18454,   -0.2253,    5558,    0.0339,    4378,    0.0534,    1180,    0.0144,   35376,    0.2159,   24908,    0.3041,   10468,    0.1278,  -19902,   -0.1215,   15808,    0.1930,  -35710,   -0.4359,   15335,    0.0936,   13889,    0.1695,    1446,    0.0177,  -17696,   -0.1080,    4426,    0.0540,  -22122,   -0.2701,  -11453,   -0.0699,   -7916,   -0.0966,   -3537,   -0.0432,
   2,   17283,    0.1055,   17137,    0.2092,     146,    0.0018,   -4417,   -0.0270,   -3016,   -0.0368,   -1401,   -0.0171,    6137,    0.0375,    8055,    0.0983,   -1918,   -0.0234,    6684,    0.0408,   11171,    0.1364,   -4487,   -0.0548,   30141,    0.1840,  -11324,   -0.1382,   41465,    0.5062,  -17848,   -0.1089,  -17956,   -0.2192,     108,    0.0013,  -23603,   -0.1441,   -3618,   -0.0442,  -19985,   -0.2440,   -7335,   -0.0448,  -10857,   -0.1325,    3522,    0.0430,  -58259,   -0.3556,  -45316,   -0.5532,  -12943,   -0.1580,    5233,    0.0319,    8953,    0.1093,   -3720,   -0.0454,   49828,    0.3041,   20598,    0.2514,   29230,    0.3568,   57705,    0.3522,   29944,    0.3655,   27761,    0.3389,   29240,    0.1785,   -1806,   -0.0220,   31046,    0.3790,   55796,    0.3406,     500,    0.0061,   55296,    0.6750,   -2880,   -0.0176,   -5618,   -0.0686,    2738,    0.0334,   21366,    0.1304,  -12500,   -0.1526,   33866,    0.4134,   58326,    0.3560,   50402,    0.6153,    7924,    0.0967,   -7393,   -0.0451,    7486,    0.0914,  -14879,   -0.1816,   29897,    0.1825,   27494,    0.3356,    2403,    0.0293,   21973,    0.1341,   12824,    0.1565,    9149,    0.1117,   28087,    0.1714,   19339,    0.2361,    8748,    0.1068,    5604,    0.0342,   -2739,   -0.0334,    8343,    0.1018,   36333,    0.2218,    9824,    0.1199,   26509,    0.3236,   41610,    0.2540,   61567,    0.7516,  -19957,   -0.2436,    3632,    0.0222,    4208,    0.0514,    -576,   -0.0070,   33861,    0.2067,   24567,    0.2999,    9294,    0.1135,  -19824,   -0.1210,   15279,    0.1865,  -35103,   -0.4285,   17426,    0.1064,   13759,    0.1680,    3667,    0.0448,  -18908,   -0.1154,    4121,    0.0503,  -23029,   -0.2811,   -6198,   -0.0378,   -2541,   -0.0310,   -3657,   -0.0446,
   3,   16900,    0.1032,   19168,    0.2340,   -2268,   -0.0277,   -2333,   -0.0142,   -2060,   -0.0251,    -273,   -0.0033,    2107,    0.0129,    6031,    0.0736,   -3924,   -0.0479,    4390,    0.0268,    6420,    0.0784,   -2030,   -0.0248,   29549,    0.1804,  -12045,   -0.1470,   41594,    0.5078,  -13511,   -0.0825,  -16172,   -0.1974,    2661,    0.0325,  -28872,   -0.1762,   -6205,   -0.0757,  -22667,   -0.2767,   -9508,   -0.0580,   -9743,   -0.1189,     235,    0.0029,  -60952,   -0.3720,  -47539,   -0.5803,  -13413,   -0.1637,    8345,    0.0509,   10236,    0.1250,   -1891,   -0.0231,   49294,    0.3009,   17616,    0.2150,   31678,    0.3867,   62301,    0.3803,   31681,    0.3867,   30620,    0.3738,   26772,    0.1634,   -4001,   -0.0488,   30773,    0.3757,   59584,    0.3637,    3382,    0.0413,   56202,    0.6861,   -3412,   -0.0208,   -2356,   -0.0288,   -1056,   -0.0129,   20298,    0.1239,  -12686,   -0.1549,   32984,    0.4026,   62248,    0.3799,   51117,    0.6240,   11131,    0.1359,   -8222,   -0.0502,    8158,    0.0996,  -16380,   -0.2000,   28206,    0.1722,   27316,    0.3335,     890,    0.0109,   25601,    0.1563,   15230,    0.1859,   10371,    0.1266,   28244,    0.1724,   18850,    0.2301,    9394,    0.1147,    8521,    0.0520,   -2713,   -0.0331,   11234,    0.1371,   36118,    0.2205,    9746,    0.1190,   26372,    0.3219,   43219,    0.2638,   63753,    0.7783,  -20534,   -0.2507,    6737,    0.0411,    5328,    0.0650,    1409,    0.0172,   32559,    0.1987,   24274,    0.2963,    8285,    0.1011,  -19240,   -0.1174,   13497,    0.1648,  -32737,   -0.3996,   22272,    0.1359,   14715,    0.1796,    7557,    0.0923,  -16916,   -0.1033,    4176,    0.0510,  -21092,   -0.2575,    -767,   -0.0047,    1774,    0.0217,   -2541,   -0.0310,
   4,   16716,    0.1020,   21642,    0.2642,   -4926,   -0.0601,   -6806,   -0.0415,   -4599,   -0.0561,   -2207,   -0.0269,    7101,    0.0433,    8458,    0.1033,   -1357,   -0.0166,    2771,    0.0169,    4269,    0.0521,   -1498,   -0.0183,   28213,    0.1722,  -13004,   -0.1587,   41217,    0.5032,  -11652,   -0.0711,  -14771,   -0.1803,    3119,    0.0381,  -33814,   -0.2064,   -8705,   -0.1063,  -25109,   -0.3065,   -9351,   -0.0571,  -10500,   -0.1282,    1149,    0.0140,  -61880,   -0.3777,  -51196,   -0.6250,  -10684,   -0.1304,   11652,    0.0711,    9985,    0.1219,    1667,    0.0203,   48199,    0.2942,   16255,    0.1984,   31944,    0.3900,   63894,    0.3900,   30550,    0.3729,   33344,    0.4070,   31353,    0.1914,    -478,   -0.0058,   31831,    0.3886,   57374,    0.3502,    3454,    0.0422,   53920,    0.6582,    3853,    0.0235,     854,    0.0104,    2999,    0.0366,   19151,    0.1169,  -12759,   -0.1558,   31910,    0.3895,   61398,    0.3748,   50596,    0.6176,   10802,    0.1319,   -8032,   -0.0490,    8240,    0.1006,  -16272,   -0.1986,   31343,    0.1913,   29166,    0.3560,    2177,    0.0266,   25106,    0.1532,   12739,    0.1555,   12367,    0.1510,   23878,    0.1457,   16722,    0.2041,    7156,    0.0874,   12543,    0.0766,    -302,   -0.0037,   12845,    0.1568,   36148,    0.2206,    9452,    0.1154,   26696,    0.3259,   46845,    0.2859,   66734,    0.8146,  -19889,   -0.2428,    5809,    0.0355,    3115,    0.0380,    2694,    0.0329,   36204,    0.2210,   26479,    0.3232,    9725,    0.1187,  -16370,   -0.0999,   14821,    0.1809,  -31191,   -0.3808,   24394,    0.1489,   14635,    0.1787,    9759,    0.1191,  -15693,   -0.0958,    1959,    0.0239,  -17652,   -0.2155,     769,    0.0047,    2888,    0.0353,   -2119,   -0.0259,
   5,   13096,    0.0799,   22709,    0.2772,   -9613,   -0.1173,   -5873,   -0.0358,   -2879,   -0.0351,   -2994,   -0.0365,    9864,    0.0602,   12262,    0.1497,   -2398,   -0.0293,    2967,    0.0181,    6725,    0.0821,   -3758,   -0.0459,   26132,    0.1595,  -10321,   -0.1260,   36453,    0.4450,  -11555,   -0.0705,  -15742,   -0.1922,    4187,    0.0511,  -38230,   -0.2333,  -13925,   -0.1700,  -24305,   -0.2967,   -8787,   -0.0536,   -8209,   -0.1002,    -578,   -0.0071,  -63056,   -0.3849,  -53017,   -0.6472,  -10039,   -0.1226,   17074,    0.1042,   12903,    0.1575,    4171,    0.0509,   46396,    0.2832,   15505,    0.1893,   30891,    0.3771,   61497,    0.3754,   25512,    0.3114,   35985,    0.4393,   31950,    0.1950,     198,    0.0024,   31752,    0.3876,   55145,    0.3366,    4018,    0.0490,   51127,    0.6241,    9859,    0.0602,    6407,    0.0782,    3452,    0.0421,   14917,    0.0910,  -13865,   -0.1693,   28782,    0.3514,   63058,    0.3849,   51873,    0.6332,   11185,    0.1365,   -9256,   -0.0565,    8316,    0.1015,  -17572,   -0.2145,   33185,    0.2026,   29987,    0.3661,    3198,    0.0390,   21973,    0.1341,   11550,    0.1410,   10423,    0.1272,   22430,    0.1369,   16849,    0.2057,    5581,    0.0681,   12353,    0.0754,    -276,   -0.0034,   12629,    0.1542,   39523,    0.2412,   11259,    0.1374,   28264,    0.3450,   46265,    0.2824,   66227,    0.8085,  -19962,   -0.2437,    2141,    0.0131,    -621,   -0.0076,    2762,    0.0337,   37157,    0.2268,   26834,    0.3276,   10323,    0.1260,  -16522,   -0.1008,   13443,    0.1641,  -29965,   -0.3658,   28622,    0.1747,   15853,    0.1935,   12769,    0.1559,  -11305,   -0.0690,    2162,    0.0264,  -13467,   -0.1644,   -1221,   -0.0075,    3523,    0.0430,   -4744,   -0.0579,
   6,    8021,    0.0490,   20651,    0.2521,  -12630,   -0.1542,   -4147,   -0.0253,   -2834,   -0.0346,   -1313,   -0.0160,   12562,    0.0767,   12029,    0.1468,     533,    0.0065,   -3445,   -0.0210,    4541,    0.0554,   -7986,   -0.0975,   21810,    0.1331,  -10929,   -0.1334,   32739,    0.3997,  -13338,   -0.0814,  -17955,   -0.2192,    4617,    0.0564,  -38224,   -0.2333,  -12971,   -0.1583,  -25253,   -0.3083,  -14271,   -0.0871,  -11929,   -0.1456,   -2342,   -0.0286,  -68501,   -0.4181,  -58175,   -0.7102,  -10326,   -0.1261,   20513,    0.1252,   13978,    0.1706,    6535,    0.0798,   45601,    0.2783,   12549,    0.1532,   33052,    0.4035,   52578,    0.3209,   19117,    0.2334,   33461,    0.4085,   33395,    0.2038,    2672,    0.0326,   30723,    0.3750,   55867,    0.3410,    4267,    0.0521,   51600,    0.6299,   14938,    0.0912,   12077,    0.1474,    2861,    0.0349,   13725,    0.0838,  -14062,   -0.1717,   27787,    0.3392,   64105,    0.3913,   52483,    0.6407,   11622,    0.1419,   -9980,   -0.0609,    7981,    0.0974,  -17961,   -0.2193,   31589,    0.1928,   29621,    0.3616,    1968,    0.0240,   22703,    0.1386,   10167,    0.1241,   12536,    0.1530,   21982,    0.1342,   18283,    0.2232,    3699,    0.0452,   10817,    0.0660,     212,    0.0026,   10605,    0.1295,   41942,    0.2560,   12708,    0.1551,   29234,    0.3569,   48295,    0.2948,   66076,    0.8066,  -17781,   -0.2171,     205,    0.0013,   -4021,   -0.0491,    4226,    0.0516,   40225,    0.2455,   27779,    0.3391,   12446,    0.1519,  -18043,   -0.1101,   13038,    0.1592,  -31081,   -0.3794,   30505,    0.1862,   16268,    0.1986,   14237,    0.1738,   -9264,   -0.0565,    2309,    0.0282,  -11573,   -0.1413,   -4045,   -0.0247,    3872,    0.0473,   -7917,   -0.0966,
