Identifier:,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,XX,,,,,,
Stim. Freq.,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,  -10692,   -0.0653,  -66818,   -0.8157,   56126,    0.6852,  204885,    1.2506,  148149,    1.8085,   56736,    0.6926,  146614,    0.8949,  119634,    1.4604,   26980,    0.3294,   74420,    0.4542,  -54223,   -0.6619,  128643,    1.5704,   32328,    0.1973,  -25692,   -0.3136,   58020,    0.7083,   48584,    0.2965,   18562,    0.2266,   30022,    0.3665,  124512,    0.7600,  161350,    1.9697,  -36838,   -0.4497,   88715,    0.5415,  118552,    1.4472,  -29837,   -0.3642,  331529,    2.0236,  130720,    1.5958,  200809,    2.4514,   -3919,   -0.0239,  -36670,   -0.4476,   32751,    0.3998,  171346,    1.0458,   44379,    0.5418,  126967,    1.5499, -166226,   -1.0146,  -82551,   -1.0077,  -83675,   -1.0215,  138638,    0.8462,  129572,    1.5817,    9066,    0.1107,  -41155,   -0.2512,  -35026,   -0.4276,   -6129,   -0.0748,  117459,    0.7169,   54147,    0.6610,   63312,    0.7729,   23960,    0.1462,  -35229,   -0.4301,   59189,    0.7225,    3274,    0.0200,   -3853,   -0.0470,    7127,    0.0870,   17971,    0.1097,   20744,    0.2532,   -2773,   -0.0339,    8635,    0.0527,    2653,    0.0324,    5982,    0.0730,   45222,    0.2760,   16681,    0.2036,   28541,    0.3484,  -11403,   -0.0696,  -20034,   -0.2446,    8631,    0.1054,  -12042,   -0.0735,    7838,    0.0957,  -19880,   -0.2427,   32435,    0.1980,    8755,    0.1069,   23680,    0.2891,    5162,    0.0315,   -1533,   -0.0187,    6695,    0.0817,    3235,    0.0197,   21053,    0.2570,  -17818,   -0.2175,  -36620,   -0.2235,  -25638,   -0.3130,  -10982,   -0.1341,    9606,    0.0586,   -6065,   -0.0740,   15671,    0.1913,   24915,    0.1521,   13240,    0.1616,   11675,    0.1425,   43225,    0.2638,   28455,    0.3474,   14770,    0.1803,   -8441,   -0.0515,    7509,    0.0917,  -15950,   -0.1947,  -50674,   -0.3093,  -26404,   -0.3223,  -24270,   -0.2963,   -5975,   -0.0365,  -24065,   -0.2938,   18090,    0.2208,
   2,   -8153,   -0.0498,  -64138,   -0.7830,   55985,    0.6834,  202667,    1.2370,  147830,    1.8046,   54837,    0.6694,  148034,    0.9036,  120411,    1.4699,   27623,    0.3372,   74872,    0.4570,  -57508,   -0.7020,  132380,    1.6160,   27518,    0.1680,  -27773,   -0.3390,   55291,    0.6750,   51281,    0.3130,   19593,    0.2392,   31688,    0.3868,  125567,    0.7664,  161570,    1.9724,  -36003,   -0.4395,   86136,    0.5257,  119612,    1.4602,  -33476,   -0.4087,  334781,    2.0434,  128793,    1.5722,  205988,    2.5146,   -8148,   -0.0497,  -38925,   -0.4752,   30777,    0.3757,  171528,    1.0470,   46338,    0.5657,  125190,    1.5282, -162276,   -0.9905,  -78605,   -0.9596,  -83671,   -1.0214,  142388,    0.8691,  128765,    1.5719,   13623,    0.1663,  -42589,   -0.2600,  -36859,   -0.4500,   -5730,   -0.0699,  115122,    0.7027,   55177,    0.6736,   59945,    0.7318,   30412,    0.1856,  -34788,   -0.4247,   65200,    0.7959,    5138,    0.0314,   -3755,   -0.0458,    8893,    0.1086,   18107,    0.1105,   20405,    0.2491,   -2298,   -0.0281,    9936,    0.0606,    5555,    0.0678,    4381,    0.0535,   46516,    0.2839,   17888,    0.2184,   28628,    0.3495,   -8282,   -0.0506,  -19269,   -0.2352,   10987,    0.1341,  -16795,   -0.1025,    3923,    0.0479,  -20718,   -0.2529,   27774,    0.1695,    6978,    0.0852,   20796,    0.2539,    5312,    0.0324,    1093,    0.0133,    4219,    0.0515,    1740,    0.0106,   19450,    0.2374,  -17710,   -0.2162,  -34256,   -0.2091,  -24115,   -0.2944,  -10141,   -0.1238,   13756,    0.0840,   -3837,   -0.0468,   17593,    0.2148,   26516,    0.1618,   13837,    0.1689,   12679,    0.1548,   43205,    0.2637,   31628,    0.3861,   11577,    0.1413,   -3807,   -0.0232,    8835,    0.1079,  -12642,   -0.1543,  -50310,   -0.3071,  -26338,   -0.3215,  -23972,   -0.2926,   -3089,   -0.0189,  -22556,   -0.2754,   19467,    0.2376,
   3,   -8651,   -0.0528,  -65801,   -0.8033,   57150,    0.6977,  201688,    1.2310,  147754,    1.8037,   53934,    0.6584,  146292,    0.8929,  118938,    1.4519,   27354,    0.3339,   74467,    0.4545,  -59810,   -0.7301,  134277,    1.6392,   23966,    0.1463,  -32917,   -0.4018,   56883,    0.6944,   50895,    0.3106,   24568,    0.2999,   26327,    0.3214,  130544,    0.7968,  164298,    2.0057,  -33754,   -0.4120,   88303,    0.5390,  123499,    1.5076,  -35196,   -0.4297,  337628,    2.0608,  127734,    1.5593,  209894,    2.5623,   -5956,   -0.0364,  -37540,   -0.4583,   31584,    0.3856,  176261,    1.0758,   45183,    0.5516,  131078,    1.6001, -162455,   -0.9916,  -77388,   -0.9447,  -85067,   -1.0384,  150525,    0.9188,  133266,    1.6268,   17259,    0.2107,  -36958,   -0.2256,  -33204,   -0.4053,   -3754,   -0.0458,  118610,    0.7240,   56855,    0.6941,   61755,    0.7539,   36701,    0.2240,  -28967,   -0.3536,   65668,    0.8016,    3706,    0.0226,   -3857,   -0.0471,    7563,    0.0923,   14050,    0.0858,   18760,    0.2290,   -4710,   -0.0575,    8685,    0.0530,    5175,    0.0632,    3510,    0.0428,   47663,    0.2909,   17887,    0.2184,   29776,    0.3635,   -7256,   -0.0443,  -18764,   -0.2291,   11508,    0.1405,  -15003,   -0.0916,    3370,    0.0411,  -18373,   -0.2243,   24377,    0.1488,    5873,    0.0717,   18504,    0.2259,    6251,    0.0382,    3149,    0.0384,    3102,    0.0379,   -1078,   -0.0066,   18749,    0.2289,  -19827,   -0.2420,  -36183,   -0.2209,  -26340,   -0.3215,   -9843,   -0.1202,   13425,    0.0819,   -3774,   -0.0461,   17199,    0.2100,   30520,    0.1863,   16651,    0.2033,   13869,    0.1693,   43742,    0.2670,   33299,    0.4065,   10443,    0.1275,    -128,   -0.0008,    8845,    0.1080,   -8973,   -0.1095,  -52880,   -0.3228,  -27503,   -0.3357,  -25377,   -0.3098,    -730,   -0.0045,  -20149,   -0.2460,   19419,    0.2371,
   4,   -6929,   -0.0423,  -64530,   -0.7877,   57601,    0.7032,  203045,    1.2393,  149380,    1.8235,   53665,    0.6551,  146566,    0.8946,  116729,    1.4250,   29837,    0.3642,   74103,    0.4523,  -60987,   -0.7445,  135090,    1.6491,   26430,    0.1613,  -33722,   -0.4117,   60152,    0.7343,   53840,    0.3286,   26777,    0.3269,   27063,    0.3304,  130493,    0.7965,  161654,    1.9734,  -31161,   -0.3804,   91684,    0.5596,  126153,    1.5400,  -34469,   -0.4208,  333752,    2.0371,  120561,    1.4717,  213191,    2.6025,   -5501,   -0.0336,  -35148,   -0.4291,   29647,    0.3619,  170367,    1.0399,   40571,    0.4953,  129796,    1.5845, -156584,   -0.9557,  -75012,   -0.9157,  -81572,   -0.9958,  159955,    0.9763,  137607,    1.6798,   22348,    0.2728,  -33484,   -0.2044,  -30725,   -0.3751,   -2759,   -0.0337,  121089,    0.7391,   57462,    0.7015,   63627,    0.7767,   36350,    0.2219,  -29951,   -0.3656,   66301,    0.8094,    2084,    0.0127,   -4148,   -0.0506,    6232,    0.0761,   12647,    0.0772,   17443,    0.2129,   -4796,   -0.0585,   10558,    0.0644,    7263,    0.0887,    3295,    0.0402,   49782,    0.3039,   19840,    0.2422,   29942,    0.3655,   -4477,   -0.0273,  -17673,   -0.2157,   13196,    0.1611,  -15087,   -0.0921,    2603,    0.0318,  -17690,   -0.2159,   17148,    0.1047,    3129,    0.0382,   14019,    0.1711,    9101,    0.0555,    6849,    0.0836,    2252,    0.0275,   -1555,   -0.0095,   18814,    0.2297,  -20369,   -0.2487,  -33105,   -0.2021,  -25982,   -0.3172,   -7123,   -0.0870,   17658,    0.1078,   -2481,   -0.0303,   20139,    0.2458,   34102,    0.2081,   18321,    0.2237,   15781,    0.1926,   47580,    0.2904,   37533,    0.4582,   10047,    0.1226,    2718,    0.0166,    9616,    0.1174,   -6898,   -0.0842,  -52497,   -0.3204,  -30367,   -0.3707,  -22130,   -0.2701,     182,    0.0011,  -20717,   -0.2529,   20899,    0.2551,
   5,   -4784,   -0.0292,  -64039,   -0.7817,   59255,    0.7233,  199250,    1.2162,  148478,    1.8125,   50772,    0.6198,  141790,    0.8654,  112246,    1.3702,   29544,    0.3607,   74509,    0.4548,  -60969,   -0.7443,  135478,    1.6538,   29216,    0.1783,  -35421,   -0.4324,   64637,    0.7890,   50925,    0.3108,   27572,    0.3366,   23353,    0.2851,  132319,    0.8076,  163290,    1.9933,  -30971,   -0.3781,   97462,    0.5949,  129482,    1.5806,  -32020,   -0.3909,  335901,    2.0502,  118096,    1.4416,  217805,    2.6588,   -7059,   -0.0431,  -35019,   -0.4275,   27960,    0.3413,  174324,    1.0640,   41904,    0.5115,  132420,    1.6165, -151615,   -0.9254,  -73003,   -0.8912,  -78612,   -0.9596,  165611,    1.0108,  140169,    1.7111,   25442,    0.3106,  -26556,   -0.1621,  -25468,   -0.3109,   -1088,   -0.0133,  109877,    0.6707,   51188,    0.6249,   58689,    0.7164,   41465,    0.2531,  -27239,   -0.3325,   68704,    0.8387,    5226,    0.0319,   -2513,   -0.0307,    7739,    0.0945,    8009,    0.0489,   14661,    0.1790,   -6652,   -0.0812,    8345,    0.0509,    8057,    0.0984,     288,    0.0035,   50475,    0.3081,   20472,    0.2499,   30003,    0.3663,   -4102,   -0.0250,  -16474,   -0.2011,   12372,    0.1510,  -11845,   -0.0723,    2392,    0.0292,  -14237,   -0.1738,   15338,    0.0936,    3447,    0.0421,   11891,    0.1452,   10539,    0.0643,    8769,    0.1070,    1770,    0.0216,   -4104,   -0.0250,   17933,    0.2189,  -22037,   -0.2690,  -32567,   -0.1988,  -28035,   -0.3422,   -4532,   -0.0553,   19052,    0.1163,   -2336,   -0.0285,   21388,    0.2611,   36308,    0.2216,   19701,    0.2405,   16607,    0.2027,   48049,    0.2933,   38771,    0.4733,    9278,    0.1133,    4828,    0.0295,    9088,    0.1109,   -4260,   -0.0520,  -52257,   -0.3190,  -31220,   -0.3811,  -21037,   -0.2568,    1591,    0.0097,  -16903,   -0.2063,   18494,    0.2258,
   6,   -9421,   -0.0575,  -66311,   -0.8095,   56890,    0.6945,  201263,    1.2284,  152173,    1.8576,   49090,    0.5993,  137649,    0.8402,  110796,    1.3525,   26853,    0.3278,   76567,    0.4673,  -60588,   -0.7396,  137155,    1.6743,   31802,    0.1941,  -35350,   -0.4315,   67152,    0.8198,   51287,    0.3130,   31207,    0.3810,   20080,    0.2451,  131798,    0.8045,  162994,    1.9897,  -31196,   -0.3808,   98760,    0.6028,  132693,    1.6198,  -33933,   -0.4142,  339904,    2.0747,  113658,    1.3875,  226246,    2.7619,    4546,    0.0277,  -28786,   -0.3514,   33332,    0.4069,  174282,    1.0638,   37845,    0.4620,  136437,    1.6655, -146323,   -0.8931,  -69823,   -0.8524,  -76500,   -0.9339,  165989,    1.0131,  142699,    1.7420,   23290,    0.2843,  -23046,   -0.1407,  -25783,   -0.3147,    2737,    0.0334,  111487,    0.6805,   53384,    0.6517,   58103,    0.7093,   38038,    0.2322,  -28107,   -0.3431,   66145,    0.8075,    4333,    0.0264,   -2573,   -0.0314,    6906,    0.0843,    7431,    0.0454,   14232,    0.1737,   -6801,   -0.0830,    5223,    0.0319,    8459,    0.1033,   -3236,   -0.0395,   51339,    0.3134,   21590,    0.2636,   29749,    0.3632,   -5041,   -0.0308,  -17191,   -0.2099,   12150,    0.1483,  -15444,   -0.0943,     148,    0.0018,  -15592,   -0.1903,   15802,    0.0965,    3403,    0.0415,   12399,    0.1514,   10162,    0.0620,    8504,    0.1038,    1658,    0.0202,   -4347,   -0.0265,   17659,    0.2156,  -22006,   -0.2686,  -26767,   -0.1634,  -26369,   -0.3219,    -398,   -0.0049,   21027,    0.1283,   -1952,   -0.0238,   22979,    0.2805,   32257,    0.1969,   18106,    0.2210,   14151,    0.1727,   47287,    0.2886,   37967,    0.4635,    9320,    0.1138,    5634,    0.0344,    9217,    0.1125,   -3583,   -0.0437,  -54033,   -0.3298,  -32447,   -0.3961,  -21586,   -0.2635,     336,    0.0021,  -16101,   -0.1966,   16437,    0.2007,
