Identifier:,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,R144883_091321,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,19,,,,,,17,,,,,,19,,,,,,20,,,,,,17,,,,,,17,,,,,,14,,,,,,18,,,,,,19,,,,,,18,,,,,,18,,,,,,21,,,,,,15,,,,,,20,,,,,,18,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,0,,,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,1,,,,,,
Smp. Period:,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,
Stim. Freq.,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   19763,    0.1206,   12016,    0.1467,    7747,    0.0946,  -28497,   -0.1739,   -5573,   -0.0680,  -22924,   -0.2798,    5566,    0.0340,    1737,    0.0212,    3829,    0.0467,    9185,    0.0561,   -1068,   -0.0130,   10253,    0.1252,   11339,    0.0692,   14040,    0.1714,   -2701,   -0.0330,  -19901,   -0.1215,  -40272,   -0.4916,   20371,    0.2487,   18322,    0.1118,   13046,    0.1593,    5276,    0.0644,  -30475,   -0.1860,  -19669,   -0.2401,  -10806,   -0.1319,   -9360,   -0.0571,   26302,    0.3211,  -35662,   -0.4353,  -30111,   -0.1838,   -7327,   -0.0894,  -22784,   -0.2781,    6460,    0.0394,   25499,    0.3113,  -19039,   -0.2324,   96518,    0.5891,   65996,    0.8056,   30522,    0.3726,   15889,    0.0970,   -5548,   -0.0677,   21437,    0.2617,   12432,    0.0759,   31172,    0.3805,  -18740,   -0.2288,    9139,    0.0558,   12141,    0.1482,   -3002,   -0.0366,   27123,    0.1656,   18494,    0.2258,    8629,    0.1053,  -16149,   -0.0986,   -7610,   -0.0929,   -8539,   -0.1042,   21543,    0.1315,    6319,    0.0771,   15224,    0.1858,   14037,    0.0857,    1080,    0.0132,   12957,    0.1582,    8025,    0.0490,   17857,    0.2180,   -9832,   -0.1200,   13675,    0.0835,   10844,    0.1324,    2831,    0.0346,    6683,    0.0408,    6963,    0.0850,    -280,   -0.0034,   -2184,   -0.0133,    6030,    0.0736,   -8214,   -0.1003,   20052,    0.1224,   10520,    0.1284,    9532,    0.1164,    3492,    0.0213,    9455,    0.1154,   -5963,   -0.0728,    1083,    0.0066,    6139,    0.0749,   -5056,   -0.0617,   -2468,   -0.0151,   -2426,   -0.0296,     -42,   -0.0005,   -7790,   -0.0475,   -5065,   -0.0618,   -2725,   -0.0333,   26786,    0.1635,   15732,    0.1920,   11054,    0.1349,    2597,    0.0159,   10732,    0.1310,   -8135,   -0.0993,
   2,   17753,    0.1084,   10927,    0.1334,    6826,    0.0833,  -33817,   -0.2064,   -6189,   -0.0756,  -27628,   -0.3373,    5958,    0.0364,    -818,   -0.0100,    6776,    0.0827,    8638,    0.0527,   -2010,   -0.0245,   10648,    0.1300,    9457,    0.0577,   10249,    0.1251,    -792,   -0.0097,  -24640,   -0.1504,  -41773,   -0.5099,   17133,    0.2091,   17482,    0.1067,   12783,    0.1560,    4699,    0.0574,  -25893,   -0.1580,  -18844,   -0.2300,   -7049,   -0.0860,   -6760,   -0.0413,   23823,    0.2908,  -30583,   -0.3733,  -30432,   -0.1857,   -4445,   -0.0543,  -25987,   -0.3172,    3713,    0.0227,   22923,    0.2798,  -19210,   -0.2345,   97947,    0.5978,   67441,    0.8233,   30506,    0.3724,   13403,    0.0818,   -9581,   -0.1170,   22984,    0.2806,   15725,    0.0960,   34088,    0.4161,  -18363,   -0.2242,   16954,    0.1035,   16913,    0.2065,      41,    0.0005,   22016,    0.1344,   16146,    0.1971,    5870,    0.0717,  -14520,   -0.0886,   -5941,   -0.0725,   -8579,   -0.1047,   19648,    0.1199,    5858,    0.0715,   13790,    0.1683,   17402,    0.1062,    5081,    0.0620,   12321,    0.1504,    8608,    0.0525,   18535,    0.2263,   -9927,   -0.1212,   12130,    0.0740,    8450,    0.1032,    3680,    0.0449,    7975,    0.0487,    7058,    0.0862,     917,    0.0112,   -1397,   -0.0085,    6075,    0.0742,   -7472,   -0.0912,   20596,    0.1257,   12148,    0.1483,    8448,    0.1031,    1137,    0.0069,    9436,    0.1152,   -8299,   -0.1013,   -2428,   -0.0148,    4157,    0.0507,   -6585,   -0.0804,   -1690,   -0.0103,   -1727,   -0.0211,      37,    0.0005,   -7011,   -0.0428,   -5110,   -0.0624,   -1901,   -0.0232,   25754,    0.1572,   17121,    0.2090,    8633,    0.1054,    4981,    0.0304,   12149,    0.1483,   -7168,   -0.0875,
   3,   21558,    0.1316,   13974,    0.1706,    7584,    0.0926,  -34512,   -0.2107,   -8225,   -0.1004,  -26287,   -0.3209,     749,    0.0046,   -4888,   -0.0597,    5637,    0.0688,   13708,    0.0837,   -1914,   -0.0234,   15622,    0.1907,    7284,    0.0445,    7029,    0.0858,     255,    0.0031,  -28015,   -0.1710,  -41014,   -0.5007,   12999,    0.1587,   13777,    0.0841,   10704,    0.1307,    3073,    0.0375,  -28046,   -0.1712,  -20169,   -0.2462,   -7877,   -0.0962,   -1437,   -0.0088,   23510,    0.2870,  -24947,   -0.3045,  -33472,   -0.2043,   -6531,   -0.0797,  -26941,   -0.3289,    -853,   -0.0052,   21527,    0.2628,  -22380,   -0.2732,   96753,    0.5906,   67706,    0.8265,   29047,    0.3546,   17264,    0.1054,   -8222,   -0.1004,   25486,    0.3111,   16073,    0.0981,   33965,    0.4146,  -17892,   -0.2184,   14802,    0.0903,   16281,    0.1987,   -1479,   -0.0181,   23902,    0.1459,   17265,    0.2108,    6637,    0.0810,  -14028,   -0.0856,   -5860,   -0.0715,   -8168,   -0.0997,   19054,    0.1163,    5897,    0.0720,   13157,    0.1606,   20237,    0.1235,    6703,    0.0818,   13534,    0.1652,    9261,    0.0565,   17849,    0.2179,   -8588,   -0.1048,   10737,    0.0655,    7178,    0.0876,    3559,    0.0434,    7914,    0.0483,    5818,    0.0710,    2096,    0.0256,   -1290,   -0.0079,    6942,    0.0847,   -8232,   -0.1005,   19915,    0.1216,   10877,    0.1328,    9038,    0.1103,    -234,   -0.0014,    9424,    0.1150,   -9658,   -0.1179,     521,    0.0032,    4475,    0.0546,   -3954,   -0.0483,   -1619,   -0.0099,   -1856,   -0.0227,     237,    0.0029,   -7127,   -0.0435,   -6755,   -0.0825,    -372,   -0.0045,   27979,    0.1708,   21323,    0.2603,    6656,    0.0813,    5587,    0.0341,   12793,    0.1562,   -7206,   -0.0880,
   4,   25275,    0.1543,   13935,    0.1701,   11340,    0.1384,  -37333,   -0.2279,   -9545,   -0.1165,  -27788,   -0.3392,    -320,   -0.0020,   -9263,   -0.1131,    8943,    0.1092,   17200,    0.1050,   -1167,   -0.0142,   18367,    0.2242,   13578,    0.0829,    5095,    0.0622,    8483,    0.1036,  -27279,   -0.1665,  -39057,   -0.4768,   11778,    0.1438,   11544,    0.0705,   11220,    0.1370,     324,    0.0040,  -33242,   -0.2029,  -21447,   -0.2618,  -11795,   -0.1440,   -7033,   -0.0429,   19940,    0.2434,  -26973,   -0.3293,  -32168,   -0.1963,   -4304,   -0.0525,  -27864,   -0.3401,   -1836,   -0.0112,   21594,    0.2636,  -23430,   -0.2860,  102766,    0.6273,   69452,    0.8478,   33314,    0.4067,   17372,    0.1060,   -6648,   -0.0812,   24020,    0.2932,   22284,    0.1360,   38774,    0.4733,  -16490,   -0.2013,   13079,    0.0798,   15864,    0.1937,   -2785,   -0.0340,   22434,    0.1369,   15142,    0.1848,    7292,    0.0890,  -11591,   -0.0707,   -4863,   -0.0594,   -6728,   -0.0821,   19842,    0.1211,    6635,    0.0810,   13207,    0.1612,   18647,    0.1138,    7293,    0.0890,   11354,    0.1386,   11293,    0.0689,   18524,    0.2261,   -7231,   -0.0883,    9342,    0.0570,    4896,    0.0598,    4446,    0.0543,    9965,    0.0608,    6689,    0.0817,    3276,    0.0400,    1880,    0.0115,    7471,    0.0912,   -5591,   -0.0683,   19987,    0.1220,    9219,    0.1125,   10768,    0.1314,   -2986,   -0.0182,    7615,    0.0930,  -10601,   -0.1294,   -1508,   -0.0092,    3090,    0.0377,   -4598,   -0.0561,   -2010,   -0.0123,   -2434,   -0.0297,     424,    0.0052,  -10458,   -0.0638,   -9388,   -0.1146,   -1070,   -0.0131,   26515,    0.1618,   23181,    0.2830,    3334,    0.0407,    5997,    0.0366,   13494,    0.1647,   -7497,   -0.0915,
   5,   31977,    0.1952,   17387,    0.2123,   14590,    0.1781,  -33524,   -0.2046,   -8242,   -0.1006,  -25282,   -0.3086,   -3315,   -0.0202,  -10294,   -0.1257,    6979,    0.0852,   17129,    0.1046,    -559,   -0.0068,   17688,    0.2159,   12141,    0.0741,    2705,    0.0330,    9436,    0.1152,  -26424,   -0.1613,  -37507,   -0.4579,   11083,    0.1353,    8251,    0.0504,    9487,    0.1158,   -1236,   -0.0151,  -35384,   -0.2160,  -22224,   -0.2713,  -13160,   -0.1606,  -10145,   -0.0619,   17299,    0.2112,  -27444,   -0.3350,  -28008,   -0.1710,   -2866,   -0.0350,  -25142,   -0.3069,    2062,    0.0126,   23478,    0.2866,  -21416,   -0.2614,  102034,    0.6228,   65979,    0.8054,   36055,    0.4401,   19887,    0.1214,   -5357,   -0.0654,   25244,    0.3082,   24858,    0.1517,   42245,    0.5157,  -17387,   -0.2123,   10848,    0.0662,   14496,    0.1770,   -3648,   -0.0445,   25555,    0.1560,   15791,    0.1928,    9764,    0.1192,   -8821,   -0.0538,   -3869,   -0.0472,   -4952,   -0.0605,   19532,    0.1192,    7247,    0.0885,   12285,    0.1500,   15183,    0.0927,    6925,    0.0845,    8258,    0.1008,   13239,    0.0808,   18747,    0.2289,   -5508,   -0.0672,    8997,    0.0549,    2940,    0.0359,    6057,    0.0739,   11174,    0.0682,    6880,    0.0840,    4294,    0.0524,    4132,    0.0252,    7903,    0.0965,   -3771,   -0.0460,   15918,    0.0972,    6811,    0.0831,    9107,    0.1112,   -5202,   -0.0318,    6053,    0.0739,  -11255,   -0.1374,    -893,   -0.0055,    3562,    0.0435,   -4455,   -0.0544,   -4333,   -0.0264,   -3732,   -0.0456,    -601,   -0.0073,   -9293,   -0.0567,   -9923,   -0.1211,     630,    0.0077,   23802,    0.1453,   22863,    0.2791,     939,    0.0115,    5231,    0.0319,   12844,    0.1568,   -7613,   -0.0929,
   6,   32156,    0.1963,   17047,    0.2081,   15109,    0.1844,  -35281,   -0.2153,  -11432,   -0.1396,  -23849,   -0.2911,     357,    0.0022,   -5394,   -0.0658,    5751,    0.0702,   10521,    0.0642,   -2890,   -0.0353,   13411,    0.1637,   17829,    0.1088,    3379,    0.0412,   14450,    0.1764,  -25262,   -0.1542,  -34829,   -0.4252,    9567,    0.1168,    9451,    0.0577,   11225,    0.1370,   -1774,   -0.0217,  -34818,   -0.2125,  -25082,   -0.3062,   -9736,   -0.1189,   -5144,   -0.0314,   19639,    0.2397,  -24783,   -0.3025,  -24737,   -0.1510,    -513,   -0.0063,  -24224,   -0.2957,    8202,    0.0501,   28767,    0.3512,  -20565,   -0.2510,  103198,    0.6299,   66330,    0.8097,   36868,    0.4501,   22658,    0.1383,   -4283,   -0.0523,   26941,    0.3289,   21508,    0.1313,   43081,    0.5259,  -21573,   -0.2634,    4518,    0.0276,   10839,    0.1323,   -6321,   -0.0772,   27421,    0.1674,   16656,    0.2033,   10765,    0.1314,   -5480,   -0.0334,   -2627,   -0.0321,   -2853,   -0.0348,   19717,    0.1203,    7574,    0.0925,   12143,    0.1482,   13095,    0.0799,    6824,    0.0833,    6271,    0.0766,   15744,    0.0961,   22070,    0.2694,   -6326,   -0.0772,   11278,    0.0688,    4468,    0.0545,    6810,    0.0831,   10625,    0.0649,    7871,    0.0961,    2754,    0.0336,    3880,    0.0237,    6918,    0.0845,   -3038,   -0.0371,   13171,    0.0804,    2778,    0.0339,   10393,    0.1269,   -7035,   -0.0429,    5136,    0.0627,  -12171,   -0.1486,   -3334,   -0.0203,     282,    0.0034,   -3616,   -0.0441,   -4727,   -0.0289,   -3967,   -0.0484,    -760,   -0.0093,  -10412,   -0.0636,  -12171,   -0.1486,    1759,    0.0215,   23460,    0.1432,   24562,    0.2998,   -1102,   -0.0135,    4951,    0.0302,   13751,    0.1679,   -8800,   -0.1074,
