Identifier:,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,20,,,,,,23,,,,,,22,,,,,,21,,,,,,24,,,,,,25,,,,,,24,,,,,,24,,,,,,22,,,,,,24,,,,,,26,,,,,,22,,,,,,23,,,,,,23,,,,,,23,,,,,,17,,,,,,24,,,,,,20,,,,,,19,,,,,,21,,,,,,24,,,,,,21,,,,,,19,,,,,,22,,,,,,18,,,,,,17,,,,,,19,,,,,,22,,,,,,20,,,,,,21,,,,,,
Smp. Period:,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,
Stim. Freq.,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,128,,,,,,128,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,40,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,  104531,    0.6380,   78832,    0.9623,   25699,    0.3137,   73235,    0.4470,   35566,    0.4342,   37669,    0.4598,   -4153,   -0.0253,  -22654,   -0.2765,   18501,    0.2258,  -56954,   -0.3476,  -68205,   -0.8326,   11251,    0.1373,   -6570,   -0.0401,   -5906,   -0.0721,    -664,   -0.0081,   -7337,   -0.0448,  -36997,   -0.4516,   29660,    0.3621,   29219,    0.1783,   52008,    0.6349,  -22789,   -0.2782,     930,    0.0057,  -55243,   -0.6744,   56173,    0.6857,   23362,    0.1426,   31570,    0.3854,   -8208,   -0.1002,   47730,    0.2913,   54649,    0.6671,   -6919,   -0.0845,   19352,    0.1181,     534,    0.0065,   18818,    0.2297,   19309,    0.1179,   25095,    0.3063,   -5786,   -0.0706,  -93366,   -0.5699,  -20885,   -0.2550,  -72481,   -0.8848,  -36620,   -0.2235,  -27240,   -0.3325,   -9380,   -0.1145,   -3193,   -0.0195,   12090,    0.1476,  -15283,   -0.1866,   65170,    0.3978,   35931,    0.4386,   29239,    0.3569,  -21077,   -0.1286,   -9568,   -0.1168,  -11509,   -0.1405,   45278,    0.2764,   12794,    0.1562,   32484,    0.3965,   20054,    0.1224,   25134,    0.3068,   -5080,   -0.0620,  -37080,   -0.2263,  -76713,   -0.9365,   39633,    0.4838,   21498,    0.1312,   23959,    0.2925,   -2461,   -0.0300,    5385,    0.0329,   34991,    0.4271,  -29606,   -0.3614,   44519,    0.2717,   19857,    0.2424,   24662,    0.3011,   50129,    0.3060,   43163,    0.5269,    6966,    0.0850,   -7400,   -0.0452,  -27774,   -0.3390,   20374,    0.2487,   25208,    0.1539,    8695,    0.1061,   16513,    0.2016,  -52348,   -0.3195,  -49065,   -0.5990,   -3283,   -0.0401,   64305,    0.3925,   16435,    0.2006,   47870,    0.5844,  -24235,   -0.1479,  -22066,   -0.2694,   -2169,   -0.0265,   15919,    0.0972,   13885,    0.1695,    2034,    0.0248,
   2,  103208,    0.6300,   76576,    0.9348,   26632,    0.3251,   73930,    0.4512,   34782,    0.4246,   39148,    0.4779,   -2787,   -0.0170,  -21195,   -0.2587,   18408,    0.2247,  -51053,   -0.3116,  -63884,   -0.7799,   12831,    0.1566,  -18024,   -0.1100,  -13878,   -0.1694,   -4146,   -0.0506,   -5913,   -0.0361,  -35867,   -0.4378,   29954,    0.3657,   30618,    0.1869,   53009,    0.6471,  -22391,   -0.2733,     817,    0.0050,  -56278,   -0.6870,   57095,    0.6970,   24463,    0.1493,   32538,    0.3972,   -8075,   -0.0986,   44680,    0.2727,   50990,    0.6225,   -6310,   -0.0770,   19880,    0.1213,    -680,   -0.0083,   20560,    0.2510,   22683,    0.1385,   21851,    0.2667,     832,    0.0102,  -98048,   -0.5985,  -25271,   -0.3085,  -72777,   -0.8884,  -44033,   -0.2688,  -31256,   -0.3816,  -12777,   -0.1560,   -2054,   -0.0125,   11701,    0.1428,  -13755,   -0.1679,   63047,    0.3848,   36467,    0.4452,   26580,    0.3245,  -20868,   -0.1274,   -7559,   -0.0923,  -13309,   -0.1625,   49877,    0.3044,   14393,    0.1757,   35484,    0.4332,   21906,    0.1337,   28174,    0.3439,   -6268,   -0.0765,  -41070,   -0.2507,  -79635,   -0.9721,   38565,    0.4708,   15316,    0.0935,   20649,    0.2521,   -5333,   -0.0651,    6738,    0.0411,   33714,    0.4116,  -26976,   -0.3293,   42756,    0.2610,   20595,    0.2514,   22161,    0.2705,   50429,    0.3078,   43416,    0.5300,    7013,    0.0856,   -4481,   -0.0274,  -24835,   -0.3032,   20354,    0.2485,   25699,    0.1569,    9606,    0.1173,   16093,    0.1965,  -53791,   -0.3283,  -49369,   -0.6027,   -4422,   -0.0540,   65646,    0.4007,   16494,    0.2013,   49152,    0.6000,  -22025,   -0.1344,  -21194,   -0.2587,    -831,   -0.0101,   15101,    0.0922,   13598,    0.1660,    1503,    0.0183,
   3,  101020,    0.6166,   73730,    0.9001,   27290,    0.3331,   75985,    0.4638,   38920,    0.4751,   37065,    0.4525,   -3681,   -0.0225,  -22464,   -0.2742,   18783,    0.2293,  -50413,   -0.3077,  -64234,   -0.7841,   13821,    0.1687,  -28448,   -0.1736,  -19440,   -0.2373,   -9008,   -0.1100,   -1737,   -0.0106,  -35394,   -0.4321,   33657,    0.4109,   32580,    0.1989,   52420,    0.6399,  -19840,   -0.2422,     192,    0.0012,  -56318,   -0.6875,   56510,    0.6898,   21172,    0.1292,   31469,    0.3842,  -10297,   -0.1257,   44515,    0.2717,   49623,    0.6058,   -5108,   -0.0624,   18192,    0.1110,   -1336,   -0.0163,   19528,    0.2384,   29007,    0.1771,   23407,    0.2857,    5600,    0.0684,  -98441,   -0.6009,  -25137,   -0.3069,  -73304,   -0.8949,  -52546,   -0.3207,  -38075,   -0.4648,  -14471,   -0.1767,     910,    0.0056,   11885,    0.1451,  -10975,   -0.1340,   64208,    0.3919,   36552,    0.4462,   27656,    0.3376,  -21147,   -0.1291,   -7682,   -0.0938,  -13465,   -0.1644,   53164,    0.3245,   15902,    0.1941,   37262,    0.4549,   25446,    0.1553,   29089,    0.3551,   -3643,   -0.0445,  -39537,   -0.2413,  -78933,   -0.9636,   39396,    0.4809,   10970,    0.0670,   19911,    0.2431,   -8941,   -0.1091,    6382,    0.0390,   32118,    0.3921,  -25736,   -0.3142,   39339,    0.2401,   21131,    0.2580,   18208,    0.2223,   55736,    0.3402,   46212,    0.5641,    9524,    0.1163,    1107,    0.0068,  -21929,   -0.2677,   23036,    0.2812,   26279,    0.1604,    9133,    0.1115,   17146,    0.2093,  -48830,   -0.2980,  -46632,   -0.5693,   -2198,   -0.0268,   66954,    0.4087,   15665,    0.1912,   51289,    0.6261,  -23238,   -0.1418,  -22225,   -0.2713,   -1013,   -0.0124,   14186,    0.0866,   14795,    0.1806,    -609,   -0.0074,
   4,   99447,    0.6070,   74156,    0.9053,   25291,    0.3087,   80131,    0.4891,   41378,    0.5051,   38753,    0.4731,   -3123,   -0.0191,  -22027,   -0.2689,   18904,    0.2308,  -48693,   -0.2972,  -64177,   -0.7834,   15484,    0.1890,  -35304,   -0.2155,  -25019,   -0.3054,  -10285,   -0.1256,     931,    0.0057,  -31504,   -0.3846,   32435,    0.3959,   31008,    0.1893,   51475,    0.6284,  -20467,   -0.2498,    5296,    0.0323,  -56894,   -0.6945,   62190,    0.7592,   20693,    0.1263,   27506,    0.3358,   -6813,   -0.0832,   38774,    0.2367,   46937,    0.5730,   -8163,   -0.0996,   22308,    0.1362,    2224,    0.0271,   20084,    0.2452,   27044,    0.1651,   18945,    0.2313,    8099,    0.0989,  -95102,   -0.5805,  -26798,   -0.3271,  -68304,   -0.8338,  -54507,   -0.3327,  -42867,   -0.5233,  -11640,   -0.1421,    4695,    0.0287,   12996,    0.1586,   -8301,   -0.1013,   65183,    0.3979,   38046,    0.4644,   27137,    0.3313,  -22746,   -0.1388,   -7269,   -0.0887,  -15477,   -0.1889,   57691,    0.3521,   18001,    0.2197,   39690,    0.4845,   27115,    0.1655,   30779,    0.3757,   -3664,   -0.0447,  -40893,   -0.2496,  -80842,   -0.9869,   39949,    0.4877,    8311,    0.0507,   18154,    0.2216,   -9843,   -0.1202,    7233,    0.0441,   33225,    0.4056,  -25992,   -0.3173,   38265,    0.2336,   21695,    0.2648,   16570,    0.2023,   57556,    0.3513,   46130,    0.5631,   11426,    0.1395,    5070,    0.0309,  -20088,   -0.2452,   25158,    0.3071,   26878,    0.1641,    9947,    0.1214,   16931,    0.2067,  -47733,   -0.2913,  -45506,   -0.5555,   -2227,   -0.0272,   68869,    0.4204,   14961,    0.1826,   53908,    0.6581,  -22243,   -0.1358,  -22973,   -0.2804,     730,    0.0089,   14835,    0.0905,   14350,    0.1752,     485,    0.0059,
   5,   94557,    0.5771,   69027,    0.8426,   25530,    0.3117,   82960,    0.5064,   45641,    0.5572,   37319,    0.4556,   -7096,   -0.0433,  -24726,   -0.3018,   17630,    0.2152,  -48582,   -0.2965,  -63138,   -0.7708,   14556,    0.1777,  -35641,   -0.2175,  -28824,   -0.3519,   -6817,   -0.0832,   -1910,   -0.0117,  -34679,   -0.4233,   32769,    0.4000,   36615,    0.2235,   52827,    0.6449,  -16212,   -0.1979,    7470,    0.0456,  -57686,   -0.7042,   65156,    0.7954,   24893,    0.1519,   29945,    0.3656,   -5052,   -0.0617,   36192,    0.2209,   47147,    0.5755,  -10955,   -0.1337,   25133,    0.1534,    5328,    0.0650,   19805,    0.2418,   24404,    0.1490,   15898,    0.1941,    8506,    0.1038,  -93113,   -0.5683,  -26320,   -0.3213,  -66793,   -0.8154,  -49673,   -0.3032,  -43189,   -0.5272,   -6484,   -0.0792,    7012,    0.0428,   13890,    0.1696,   -6878,   -0.0840,   68396,    0.4175,   40493,    0.4943,   27903,    0.3406,  -20091,   -0.1226,   -5472,   -0.0668,  -14619,   -0.1785,   58174,    0.3551,   18589,    0.2269,   39585,    0.4832,   28567,    0.1744,   30471,    0.3720,   -1904,   -0.0232,  -38629,   -0.2358,  -79764,   -0.9737,   41135,    0.5022,    7167,    0.0437,   17249,    0.2106,  -10082,   -0.1231,    5926,    0.0362,   32454,    0.3962,  -26528,   -0.3238,   38410,    0.2344,   20975,    0.2561,   17435,    0.2128,   58180,    0.3551,   45609,    0.5568,   12571,    0.1535,   11951,    0.0729,  -15733,   -0.1921,   27684,    0.3379,   27513,    0.1679,    9890,    0.1207,   17623,    0.2151,  -45406,   -0.2771,  -44214,   -0.5397,   -1192,   -0.0146,   71620,    0.4371,   17254,    0.2106,   54366,    0.6637,  -22697,   -0.1385,  -22301,   -0.2722,    -396,   -0.0048,   15127,    0.0923,   14403,    0.1758,     724,    0.0088,
   6,   90987,    0.5554,   66385,    0.8104,   24602,    0.3003,   80702,    0.4926,   45839,    0.5596,   34863,    0.4256,   -8338,   -0.0509,  -23868,   -0.2914,   15530,    0.1896,  -48383,   -0.2953,  -63878,   -0.7798,   15495,    0.1892,  -32821,   -0.2003,  -31849,   -0.3888,    -972,   -0.0119,   -6013,   -0.0367,  -35179,   -0.4294,   29166,    0.3560,   37945,    0.2316,   54411,    0.6642,  -16466,   -0.2010,    8517,    0.0520,  -60517,   -0.7388,   69034,    0.8427,   25295,    0.1544,   28618,    0.3494,   -3323,   -0.0406,   36874,    0.2251,   46150,    0.5634,   -9276,   -0.1132,   18246,    0.1114,     625,    0.0076,   17621,    0.2151,   21952,    0.1340,   12373,    0.1510,    9579,    0.1169,  -94724,   -0.5782,  -26626,   -0.3250,  -68098,   -0.8313,  -42193,   -0.2575,  -40631,   -0.4960,   -1562,   -0.0191,    5506,    0.0336,   13653,    0.1667,   -8147,   -0.0995,   68497,    0.4181,   41138,    0.5022,   27359,    0.3340,  -19832,   -0.1210,   -4198,   -0.0512,  -15634,   -0.1909,   57238,    0.3494,   17561,    0.2144,   39677,    0.4844,   27557,    0.1682,   29281,    0.3574,   -1724,   -0.0210,  -39885,   -0.2434,  -79779,   -0.9739,   39894,    0.4870,   10598,    0.0647,   18307,    0.2235,   -7709,   -0.0941,    3857,    0.0235,   31089,    0.3795,  -27232,   -0.3324,   41851,    0.2554,   24249,    0.2960,   17602,    0.2149,   58336,    0.3561,   44184,    0.5394,   14152,    0.1728,   17184,    0.1049,  -13263,   -0.1619,   30447,    0.3717,   22766,    0.1390,    8047,    0.0982,   14719,    0.1797,  -48339,   -0.2950,  -46567,   -0.5685,   -1772,   -0.0216,   71650,    0.4373,   16724,    0.2042,   54926,    0.6705,  -26955,   -0.1645,  -24222,   -0.2957,   -2733,   -0.0334,   16475,    0.1006,   13731,    0.1676,    2744,    0.0335,
