Identifier:,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,
Sweeps:,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,500,,,,,,
Artifacts:,29,,,,,,26,,,,,,30,,,,,,29,,,,,,25,,,,,,31,,,,,,28,,,,,,27,,,,,,31,,,,,,34,,,,,,29,,,,,,48,,,,,,28,,,,,,32,,,,,,55,,,,,,11,,,,,,1,,,,,,20,,,,,,10,,,,,,15,,,,,,19,,,,,,26,,,,,,15,,,,,,20,,,,,,18,,,,,,23,,,,,,21,,,,,,21,,,,,,22,,,,,,19,,,,,,22,,,,,,20,,,,,,
Smp. Period:,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,25.00,,,,,,
Amp. Gain:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Low Pass:,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,3000.00,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,8000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   31542,    0.1925,   31272,    0.3817,     270,    0.0033,   43856,    0.2677,   10453,    0.1276,   33403,    0.4078,    5175,    0.0316,   -3653,   -0.0446,    8828,    0.1078,   29631,    0.1809,   15967,    0.1949,   13664,    0.1668,  128155,    0.7822,   80157,    0.9785,   47998,    0.5859,   30419,    0.1857,   34858,    0.4255,   -4439,   -0.0542,   82757,    0.5051,   23720,    0.2896,   59037,    0.7207,    2147,    0.0131,   -2436,   -0.0297,    4583,    0.0559,   10966,    0.0669,     955,    0.0117,   10011,    0.1222,   86986,    0.5309,   46349,    0.5658,   40637,    0.4961,    -454,   -0.0028,   -2288,   -0.0279,    1834,    0.0224,   31246,    0.1907,    9637,    0.1176,   21609,    0.2638,   43323,    0.2644,   11609,    0.1417,   31714,    0.3871,  -25896,   -0.1581,  -30706,   -0.3748,    4810,    0.0587,   43876,    0.2678,   11718,    0.1430,   32158,    0.3926,   16689,    0.1019,    8231,    0.1005,    8458,    0.1033,  -97515,   -0.5952,  -78370,   -0.9567,  -19145,   -0.2337,   10271,    0.0627,    1005,    0.0123,    9266,    0.1131,   38923,    0.2376,   33356,    0.4072,    5567,    0.0680,   10207,    0.0623,  -10610,   -0.1295,   20817,    0.2541,   42968,    0.2623,   20743,    0.2532,   22225,    0.2713,   35075,    0.2141,   39763,    0.4854,   -4688,   -0.0572,   12052,    0.0736,   21973,    0.2682,   -9921,   -0.1211,    9443,    0.0576,   25609,    0.3126,  -16166,   -0.1973,   45974,    0.2806,   28745,    0.3509,   17229,    0.2103,   28596,    0.1745,  -20208,   -0.2467,   48804,    0.5958,   26907,    0.1642,   10094,    0.1232,   16813,    0.2052,  -37050,   -0.2261,  -23777,   -0.2903,  -13273,   -0.1620,   20147,    0.1230,    1735,    0.0212,   18412,    0.2248,  -23679,   -0.1445,    3454,    0.0422,  -27133,   -0.3312,   21842,    0.1333,   25569,    0.3121,   -3727,   -0.0455,   36269,    0.2214,   39531,    0.4826,   -3262,   -0.0398,
   2,   30979,    0.1891,   31563,    0.3853,    -584,   -0.0071,   47593,    0.2905,   12488,    0.1524,   35105,    0.4285,    -920,   -0.0056,   -5151,   -0.0629,    4231,    0.0516,   30649,    0.1871,   14621,    0.1785,   16028,    0.1957,  133138,    0.8126,   82806,    1.0108,   50332,    0.6144,   23630,    0.1442,   30065,    0.3670,   -6435,   -0.0786,   83569,    0.5101,   22460,    0.2742,   61109,    0.7460,   -5033,   -0.0307,   -7178,   -0.0876,    2145,    0.0262,   13537,    0.0826,    1827,    0.0223,   11710,    0.1429,   88118,    0.5378,   48424,    0.5911,   39694,    0.4846,   -6362,   -0.0388,   -4958,   -0.0605,   -1404,   -0.0171,   34424,    0.2101,    9598,    0.1172,   24826,    0.3031,   36696,    0.2240,    7446,    0.0909,   29250,    0.3571,  -25614,   -0.1563,  -30417,   -0.3713,    4803,    0.0586,   34192,    0.2087,    7605,    0.0928,   26587,    0.3246,   14341,    0.0875,    6546,    0.0799,    7795,    0.0952,  -94614,   -0.5775,  -76582,   -0.9349,  -18032,   -0.2201,   10914,    0.0666,    -190,   -0.0023,   11104,    0.1356,   42205,    0.2576,   34755,    0.4243,    7450,    0.0909,   11817,    0.0721,  -10450,   -0.1276,   22267,    0.2718,   44211,    0.2699,   20981,    0.2561,   23230,    0.2836,   37502,    0.2289,   41834,    0.5107,   -4332,   -0.0529,   17079,    0.1042,   23289,    0.2843,   -6210,   -0.0758,    5338,    0.0326,   22780,    0.2781,  -17442,   -0.2129,   43911,    0.2680,   26488,    0.3233,   17423,    0.2127,   31952,    0.1950,  -16197,   -0.1977,   48149,    0.5878,   32082,    0.1958,   12978,    0.1584,   19104,    0.2332,  -35655,   -0.2176,  -22668,   -0.2767,  -12987,   -0.1585,   16729,    0.1021,     472,    0.0058,   16257,    0.1985,  -24832,   -0.1516,    2374,    0.0290,  -27206,   -0.3321,   20136,    0.1229,   25071,    0.3061,   -4935,   -0.0602,   38453,    0.2347,   39695,    0.4846,   -1242,   -0.0152,
   3,   29664,    0.1811,   30728,    0.3751,   -1064,   -0.0130,   50444,    0.3079,   12264,    0.1497,   38180,    0.4661,    -492,   -0.0030,   -4173,   -0.0509,    3681,    0.0449,   31477,    0.1921,   12170,    0.1486,   19307,    0.2357,  136936,    0.8358,   83881,    1.0240,   53055,    0.6477,   24764,    0.1512,   30560,    0.3731,   -5796,   -0.0708,   81505,    0.4975,   20844,    0.2545,   60661,    0.7405,   -6966,   -0.0425,   -9976,   -0.1218,    3010,    0.0367,   11390,    0.0695,    1989,    0.0243,    9401,    0.1148,   95574,    0.5834,   53151,    0.6488,   42423,    0.5179,  -12039,   -0.0735,   -8349,   -0.1019,   -3690,   -0.0450,   35028,    0.2138,    6921,    0.0845,   28107,    0.3431,   40145,    0.2450,    9555,    0.1166,   30590,    0.3734,  -19030,   -0.1162,  -25747,   -0.3143,    6717,    0.0820,   30384,    0.1855,    5417,    0.0661,   24967,    0.3048,    9355,    0.0571,    5967,    0.0728,    3388,    0.0414,  -89254,   -0.5448,  -74727,   -0.9122,  -14527,   -0.1773,   15174,    0.0926,    1749,    0.0214,   13425,    0.1639,   43606,    0.2662,   36520,    0.4458,    7086,    0.0865,    9962,    0.0608,  -11667,   -0.1424,   21629,    0.2640,   44799,    0.2734,   21226,    0.2591,   23573,    0.2878,   39887,    0.2435,   41868,    0.5111,   -1981,   -0.0242,   23359,    0.1426,   25944,    0.3167,   -2585,   -0.0316,    1837,    0.0112,   19945,    0.2435,  -18108,   -0.2211,   40676,    0.2483,   24324,    0.2969,   16352,    0.1996,   38128,    0.2327,  -11199,   -0.1367,   49327,    0.6022,   37947,    0.2316,   16749,    0.2045,   21198,    0.2588,  -38935,   -0.2376,  -23493,   -0.2868,  -15442,   -0.1885,   13687,    0.0835,   -1812,   -0.0221,   15499,    0.1892,  -25463,   -0.1554,    4216,    0.0515,  -29679,   -0.3623,   19741,    0.1205,   23251,    0.2838,   -3510,   -0.0428,   38075,    0.2324,   37721,    0.4605,     354,    0.0043,
   4,   29612,    0.1807,   31062,    0.3792,   -1450,   -0.0177,   55372,    0.3380,   12864,    0.1570,   42508,    0.5189,    -724,   -0.0044,   -7706,   -0.0941,    6982,    0.0852,   36367,    0.2220,   12524,    0.1529,   23843,    0.2911,  135596,    0.8276,   85085,    1.0387,   50511,    0.6166,   27607,    0.1685,   30572,    0.3732,   -2965,   -0.0362,   78088,    0.4766,   16031,    0.1957,   62057,    0.7576,   -6848,   -0.0418,  -11206,   -0.1368,    4358,    0.0532,    8266,    0.0505,    2274,    0.0278,    5992,    0.0731,   96236,    0.5874,   55164,    0.6734,   41072,    0.5014,  -14486,   -0.0884,   -7958,   -0.0971,   -6528,   -0.0797,   33964,    0.2073,    5237,    0.0639,   28727,    0.3507,   40909,    0.2497,    9301,    0.1135,   31608,    0.3859,  -11378,   -0.0694,  -24516,   -0.2993,   13138,    0.1604,   34902,    0.2130,    4969,    0.0607,   29933,    0.3654,    8294,    0.0506,    7088,    0.0865,    1206,    0.0147,  -90033,   -0.5495,  -75487,   -0.9215,  -14546,   -0.1776,   19379,    0.1183,    3291,    0.0402,   16088,    0.1964,   46894,    0.2862,   38732,    0.4728,    8162,    0.0996,   10538,    0.0643,  -12903,   -0.1575,   23441,    0.2862,   48540,    0.2963,   22269,    0.2718,   26271,    0.3207,   43515,    0.2656,   43469,    0.5306,      46,    0.0006,   26505,    0.1618,   28181,    0.3440,   -1676,   -0.0205,    2156,    0.0132,   18816,    0.2297,  -16660,   -0.2034,   40093,    0.2447,   22765,    0.2779,   17328,    0.2115,   38064,    0.2323,  -10453,   -0.1276,   48517,    0.5923,   41308,    0.2521,   18608,    0.2272,   22700,    0.2771,  -37968,   -0.2317,  -20944,   -0.2557,  -17024,   -0.2078,   10180,    0.0621,   -3082,   -0.0376,   13262,    0.1619,  -24274,   -0.1482,    5237,    0.0639,  -29511,   -0.3603,   19719,    0.1204,   23126,    0.2823,   -3407,   -0.0416,   40110,    0.2448,   37790,    0.4613,    2320,    0.0283,
   5,   33542,    0.2047,   35852,    0.4377,   -2310,   -0.0282,   56252,    0.3433,   12260,    0.1497,   43992,    0.5370,    2473,    0.0151,   -8773,   -0.1071,   11246,    0.1373,   37800,    0.2307,   10739,    0.1311,   27061,    0.3303,  129981,    0.7934,   84998,    1.0376,   44983,    0.5491,   35511,    0.2167,   36023,    0.4397,    -512,   -0.0063,   72273,    0.4411,    9974,    0.1218,   62299,    0.7605,   -9482,   -0.0579,  -13518,   -0.1650,    4036,    0.0493,    1485,    0.0091,   -1305,   -0.0159,    2790,    0.0341,   92544,    0.5649,   57570,    0.7028,   34974,    0.4269,  -16195,   -0.0988,   -9073,   -0.1108,   -7122,   -0.0869,   33721,    0.2058,    4143,    0.0506,   29578,    0.3611,   40922,    0.2498,   11299,    0.1379,   29623,    0.3616,   -7335,   -0.0448,  -24588,   -0.3002,   17253,    0.2106,   35724,    0.2180,    5978,    0.0730,   29746,    0.3631,    8558,    0.0522,    5994,    0.0732,    2564,    0.0313,  -90494,   -0.5523,  -75373,   -0.9201,  -15121,   -0.1846,   23949,    0.1462,    5628,    0.0687,   18321,    0.2237,   47753,    0.2915,   40018,    0.4885,    7735,    0.0944,   11986,    0.0732,  -12911,   -0.1576,   24897,    0.3039,   47503,    0.2899,   21112,    0.2577,   26391,    0.3222,   44933,    0.2743,   45190,    0.5517,    -257,   -0.0031,   26963,    0.1646,   28641,    0.3496,   -1678,   -0.0205,    1666,    0.0102,   19550,    0.2387,  -17884,   -0.2183,   38796,    0.2368,   23171,    0.2829,   15625,    0.1907,   40855,    0.2494,  -10205,   -0.1246,   51060,    0.6233,   42899,    0.2618,   19574,    0.2389,   23325,    0.2847,  -42630,   -0.2602,  -22172,   -0.2707,  -20458,   -0.2497,    9155,    0.0559,   -5740,   -0.0701,   14895,    0.1818,  -24621,   -0.1503,    5599,    0.0683,  -30220,   -0.3689,   18735,    0.1144,   21566,    0.2633,   -2831,   -0.0346,   39601,    0.2417,   36811,    0.4494,    2790,    0.0341,
