Identifier:,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,R144863_090921,,,,,,
High Pass:,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,
Notch Filter:,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,
Stimulus:,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,
Stim. Freq.,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,4000,,,,,,
Stim. Dur.:,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,128,,,,,,
Masking:,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,
Zero Position:,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,548,,,,,,
Comment:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pnt:,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,Average:,Average(uV):,Buffer1:,Buffer1(uV):,Buffer2:,Buffer2(uV):,
   1,   15925,    0.0972,  -32418,   -0.3957,   48343,    0.5901,  -19590,   -0.1196,   16636,    0.2031,  -36226,   -0.4422,    7563,    0.0462,   -1231,   -0.0150,    8794,    0.1074,   -5177,   -0.0316,  -18754,   -0.2289,   13577,    0.1657,  -10207,   -0.0623,  -25055,   -0.3059,   14848,    0.1813,   38532,    0.2352,   21683,    0.2647,   16849,    0.2057,  -11381,   -0.0695,  -17384,   -0.2122,    6003,    0.0733,   39226,    0.2394,   62619,    0.7644,  -23393,   -0.2856,   53699,    0.3278,   58362,    0.7124,   -4663,   -0.0569,  -16800,   -0.1025,  -11102,   -0.1355,   -5698,   -0.0696,  -37976,   -0.2318,  -36351,   -0.4438,   -1625,   -0.0198,   -3418,   -0.0209,  -14045,   -0.1715,   10627,    0.1297,   59654,    0.3641,   27355,    0.3339,   32299,    0.3943,   22787,    0.1391,    5505,    0.0672,   17282,    0.2110,     917,    0.0056,   28363,    0.3462,  -27446,   -0.3350,  -43735,   -0.2669,  -25085,   -0.3062,  -18650,   -0.2277,   32287,    0.1971,   -2696,   -0.0329,   34983,    0.4271,   13585,    0.0829,  -14661,   -0.1790,   28246,    0.3448,  -33985,   -0.2074,  -30615,   -0.3737,   -3370,   -0.0411,   54023,    0.3297,   10821,    0.1321,   43202,    0.5274,   27415,    0.1673,  -14548,   -0.1776,   41963,    0.5123,   41309,    0.2521,    8324,    0.1016,   32985,    0.4027,   52909,    0.3229,   45707,    0.5580,    7202,    0.0879,   57784,    0.3527,   11627,    0.1419,   46157,    0.5635,  -27711,   -0.1691,    6563,    0.0801,  -34274,   -0.4184,   37697,    0.2301,   -3544,   -0.0433,   41241,    0.5034,   -6929,   -0.0423,  -20082,   -0.2451,   13153,    0.1606,   22689,    0.1385,   14984,    0.1829,    7705,    0.0941,  -25477,   -0.1555,   -8036,   -0.0981,  -17441,   -0.2129,   29167,    0.1780,   31512,    0.3847,   -2345,   -0.0286,   22108,    0.1349,   14569,    0.1778,    7539,    0.0920,   16422,    0.1002,  -20115,   -0.2456,   36537,    0.4460,
   2,   12125,    0.0740,  -33520,   -0.4092,   45645,    0.5572,  -18053,   -0.1102,   18105,    0.2210,  -36158,   -0.4414,    6670,    0.0407,   -1652,   -0.0202,    8322,    0.1016,   -4031,   -0.0246,  -23123,   -0.2823,   19092,    0.2331,   -2261,   -0.0138,  -18701,   -0.2283,   16440,    0.2007,   44752,    0.2732,   22803,    0.2784,   21949,    0.2679,  -13098,   -0.0799,  -20436,   -0.2495,    7338,    0.0896,   39500,    0.2411,   61656,    0.7527,  -22156,   -0.2705,   51216,    0.3126,   56211,    0.6862,   -4995,   -0.0610,  -17127,   -0.1045,   -7193,   -0.0878,   -9934,   -0.1213,  -36022,   -0.2199,  -34782,   -0.4246,   -1240,   -0.0151,   -2096,   -0.0128,  -14105,   -0.1722,   12009,    0.1466,   63874,    0.3899,   28250,    0.3449,   35624,    0.4349,   25491,    0.1556,    7604,    0.0928,   17887,    0.2184,     591,    0.0036,   25890,    0.3160,  -25299,   -0.3088,  -41869,   -0.2556,  -26369,   -0.3219,  -15500,   -0.1892,   30373,    0.1854,   -2443,   -0.0298,   32816,    0.4006,   13612,    0.0831,  -16360,   -0.1997,   29972,    0.3659,  -32645,   -0.1993,  -28238,   -0.3447,   -4407,   -0.0538,   54231,    0.3310,   11292,    0.1378,   42939,    0.5242,   26982,    0.1647,  -12948,   -0.1581,   39930,    0.4874,   44986,    0.2746,    9467,    0.1156,   35519,    0.4336,   52893,    0.3228,   45043,    0.5499,    7850,    0.0958,   56391,    0.3442,    9498,    0.1159,   46893,    0.5724,  -24565,   -0.1499,    7591,    0.0927,  -32156,   -0.3925,   37868,    0.2311,   -4640,   -0.0566,   42508,    0.5189,   -8122,   -0.0496,  -21219,   -0.2590,   13097,    0.1599,   23026,    0.1405,   14262,    0.1741,    8764,    0.1070,  -25516,   -0.1557,   -6748,   -0.0824,  -18768,   -0.2291,   31722,    0.1936,   34629,    0.4227,   -2907,   -0.0355,   16998,    0.1038,   14215,    0.1735,    2783,    0.0340,   18531,    0.1131,  -19142,   -0.2337,   37673,    0.4599,
   3,   12901,    0.0787,  -28565,   -0.3487,   41466,    0.5062,  -12907,   -0.0788,   21303,    0.2601,  -34210,   -0.4176,    8883,    0.0542,   -1877,   -0.0229,   10760,    0.1314,    3125,    0.0191,  -20757,   -0.2534,   23882,    0.2915,    6413,    0.0391,  -14117,   -0.1723,   20530,    0.2506,   54641,    0.3335,   26196,    0.3198,   28445,    0.3472,  -13935,   -0.0851,  -18282,   -0.2232,    4347,    0.0531,   37976,    0.2318,   59752,    0.7294,  -21776,   -0.2658,   56630,    0.3457,   60102,    0.7337,   -3472,   -0.0424,  -14889,   -0.0909,   -2780,   -0.0339,  -12109,   -0.1478,  -38977,   -0.2379,  -36930,   -0.4508,   -2047,   -0.0250,   -3711,   -0.0227,  -15324,   -0.1871,   11613,    0.1418,   71135,    0.4342,   32113,    0.3920,   39022,    0.4764,   27903,    0.1703,    9353,    0.1142,   18550,    0.2264,    3106,    0.0190,   24636,    0.3007,  -21530,   -0.2628,  -36608,   -0.2234,  -25588,   -0.3124,  -11020,   -0.1345,   29642,    0.1809,   -2357,   -0.0288,   31999,    0.3906,   16247,    0.0992,  -16085,   -0.1964,   32332,    0.3947,  -35120,   -0.2144,  -28193,   -0.3442,   -6927,   -0.0846,   55813,    0.3407,   12663,    0.1546,   43150,    0.5267,   26195,    0.1599,  -11230,   -0.1371,   37425,    0.4569,   45327,    0.2767,   10090,    0.1232,   35237,    0.4302,   54665,    0.3337,   46698,    0.5701,    7967,    0.0973,   53542,    0.3268,    7687,    0.0938,   45855,    0.5598,  -20569,   -0.1255,   11659,    0.1423,  -32228,   -0.3934,   38124,    0.2327,   -4874,   -0.0595,   42998,    0.5249,   -5076,   -0.0310,  -20553,   -0.2509,   15477,    0.1889,   23809,    0.1453,   14332,    0.1750,    9477,    0.1157,  -24761,   -0.1511,   -5328,   -0.0650,  -19433,   -0.2372,   30814,    0.1881,   34512,    0.4213,   -3698,   -0.0451,   16896,    0.1031,   15213,    0.1857,    1683,    0.0205,   17749,    0.1083,  -19992,   -0.2441,   37741,    0.4607,
   4,   13515,    0.0825,  -29145,   -0.3558,   42660,    0.5208,  -11078,   -0.0676,   22268,    0.2718,  -33346,   -0.4071,    8815,    0.0538,    -705,   -0.0086,    9520,    0.1162,    9140,    0.0558,  -19364,   -0.2364,   28504,    0.3480,   12028,    0.0734,  -11398,   -0.1391,   23426,    0.2860,   54667,    0.3337,   25639,    0.3130,   29028,    0.3544,  -10795,   -0.0659,  -14098,   -0.1721,    3303,    0.0403,   37797,    0.2307,   61609,    0.7521,  -23812,   -0.2907,   57447,    0.3506,   63329,    0.7731,   -5882,   -0.0718,  -14689,   -0.0897,     173,    0.0021,  -14862,   -0.1814,  -38819,   -0.2369,  -34295,   -0.4187,   -4524,   -0.0552,   -5217,   -0.0318,  -16438,   -0.2007,   11221,    0.1370,   75043,    0.4580,   34108,    0.4164,   40935,    0.4997,   28767,    0.1756,   12747,    0.1556,   16020,    0.1956,    7851,    0.0479,   27315,    0.3334,  -19464,   -0.2376,  -33543,   -0.2047,  -27085,   -0.3306,   -6458,   -0.0788,   33172,    0.2025,   -3105,   -0.0379,   36277,    0.4428,   15030,    0.0917,  -17903,   -0.2185,   32933,    0.4020,  -34414,   -0.2101,  -26737,   -0.3264,   -7677,   -0.0937,   54416,    0.3321,   10882,    0.1328,   43534,    0.5314,   25757,    0.1572,  -10075,   -0.1230,   35832,    0.4374,   45423,    0.2772,    8846,    0.1080,   36577,    0.4465,   55581,    0.3392,   45706,    0.5580,    9875,    0.1205,   51932,    0.3170,    7661,    0.0935,   44271,    0.5404,  -17020,   -0.1039,   12510,    0.1527,  -29530,   -0.3605,   41322,    0.2522,   -3101,   -0.0379,   44423,    0.5423,   -5171,   -0.0316,  -21114,   -0.2577,   15943,    0.1946,   27436,    0.1675,   16265,    0.1986,   11171,    0.1364,  -26686,   -0.1629,   -5705,   -0.0696,  -20981,   -0.2561,   31287,    0.1910,   34278,    0.4184,   -2991,   -0.0365,   16642,    0.1016,   15554,    0.1899,    1088,    0.0133,   23613,    0.1441,  -15814,   -0.1930,   39427,    0.4813,
   5,   18071,    0.1103,  -25533,   -0.3117,   43604,    0.5323,   -6660,   -0.0407,   25491,    0.3112,  -32151,   -0.3925,    9711,    0.0593,    1666,    0.0203,    8045,    0.0982,   13853,    0.0846,  -14404,   -0.1758,   28257,    0.3449,   14481,    0.0884,   -9922,   -0.1211,   24403,    0.2979,   57027,    0.3481,   29053,    0.3547,   27974,    0.3415,     216,    0.0013,   -9264,   -0.1131,    9480,    0.1157,   36363,    0.2219,   57515,    0.7021,  -21152,   -0.2582,   58906,    0.3595,   65952,    0.8051,   -7046,   -0.0860,  -11334,   -0.0692,    5393,    0.0658,  -16727,   -0.2042,  -34910,   -0.2131,  -31046,   -0.3790,   -3864,   -0.0472,   -7061,   -0.0431,  -20328,   -0.2482,   13267,    0.1620,   72159,    0.4404,   31864,    0.3890,   40295,    0.4919,   25867,    0.1579,   12222,    0.1492,   13645,    0.1666,    9102,    0.0556,   30951,    0.3778,  -21849,   -0.2667,  -30950,   -0.1889,  -28793,   -0.3515,   -2157,   -0.0263,   33154,    0.2024,   -3508,   -0.0428,   36662,    0.4475,   16156,    0.0986,  -15614,   -0.1906,   31770,    0.3878,  -34427,   -0.2101,  -26093,   -0.3185,   -8334,   -0.1017,   53996,    0.3296,   10661,    0.1301,   43335,    0.5290,   25325,    0.1546,   -9431,   -0.1151,   34756,    0.4243,   46764,    0.2854,    9376,    0.1145,   37388,    0.4564,   50206,    0.3064,   42478,    0.5185,    7728,    0.0943,   50456,    0.3080,    6755,    0.0825,   43701,    0.5335,  -17695,   -0.1080,   13182,    0.1609,  -30877,   -0.3769,   43529,    0.2657,   -1717,   -0.0210,   45246,    0.5523,    -663,   -0.0040,  -16352,   -0.1996,   15689,    0.1915,   29915,    0.1826,   18857,    0.2302,   11058,    0.1350,  -26435,   -0.1614,   -5398,   -0.0659,  -21037,   -0.2568,   32171,    0.1964,   35738,    0.4363,   -3567,   -0.0435,   14987,    0.0915,   15244,    0.1861,    -257,   -0.0031,   26102,    0.1593,  -14584,   -0.1780,   40686,    0.4967,
